Timestamp (s),Fx (N),Fy (N),Fz (N),Mx (Nmm),My (Nmm),Mz (Nmm),Fx_kalman (N),Fy_kalman (N),Fz_kalman (N),Mx_kalman (Nmm),My_kalman (Nmm),Mz_kalman (Nmm),Fx_Lowpass (N),Fy_Lowpass (N),Fz_Lowpass (N),Mx_Lowpass (Nmm),My_Lowpass (Nmm),Mz_Lowpass (Nmm)
0.0,-0.05309204994086145,0.006106238428505618,2.633052019110881,-103.88114727642994,8.604075787916916,-6.546544578653666,-0.05418092984162512,0.007808382338708436,2.634676769472072,-103.73657621474105,8.526859043430349,-6.5055083720679185,-0.05446883042997605,0.009149225738712003,2.635445799739569,-103.70902645317908,8.489670995080651,-6.489731906413418
0.10459518432617188,-0.05444697589326694,0.010503641475899701,2.62041352378245,-104.28308337502986,7.876699771937105,-6.939633924577361,-0.05434535534411247,0.009474144093981297,2.6258615988459955,-104.07433621489471,8.125038515546667,-6.7738127189035815,-0.054457903161621496,0.00982643360730588,2.6279296617610095,-103.99605491410448,8.183185383508885,-6.714682915495388
0.21484899520874023,-0.04780389234021068,0.019640214646910136,2.632473156729426,-103.59315366039495,9.848312278811097,-6.4427096570889155,-0.05030250887155119,0.015757121227720754,2.6299477663365427,-103.77694904142035,9.190080273165005,-6.569179772922965,-0.051130897750916116,0.014733324127107995,2.6302014092452177,-103.79460428724971,9.015748831159986,-6.57869628629215
0.31290316581726074,-0.062076656013608844,0.02153132580200699,2.60661730369111,-104.12497821720703,8.050368370929803,-7.0706637065519224,-0.05757933199388526,0.01932577591262478,2.6155287474484057,-103.99204290113315,8.485699580200865,-6.8791138887176615,-0.05660377688226248,0.01813232496455756,2.618409356468164,-103.95979125222838,8.533058601044896,-6.8246799964220415
0.41756749153137207,-0.05824866133254075,0.018500991059502352,2.641927908959855,-102.42582776267949,7.45485065722006,-6.1213158522456474,-0.05799300027484183,0.018816030839989017,2.631844326536979,-103.02406871187415,7.848599908532485,-6.410768945570023,-0.057426219107401616,0.018316658012029956,2.6301686327140095,-103.19280950745394,7.9939546291324675,-6.472997924333846
0.5123307704925537,-0.05088207363014169,0.021599679217251515,2.63652519339961,-103.97489824177643,7.844882319990031,-6.457543217312455,-0.05359820591690986,0.02053642014986574,2.634737261354898,-103.61171367886085,7.84630231245707,-6.43967703530587,-0.054154146368771666,0.019958168614640708,2.6333469130568097,-103.58385387461517,7.919418474561255,-6.465270570823151
0.6259636878967285,-0.048185376346227826,0.01624532835643495,2.63353440442876,-102.41943142785496,9.49426652359752,-7.547809893742318,-0.05025289326691787,0.017884379572679753,2.6339938548909414,-102.87484272355599,8.864800207185283,-7.1245408058701685,-0.05116976135749973,0.018101748485537843,2.6334406587427845,-103.00164265123507,8.70684249907939,-7.006540232282735
0.7297704219818115,-0.04932982836427907,0.01818200845502819,2.643953927294947,-103.17455233320494,10.410652086119754,-7.404418811581472,-0.049682407783264965,0.01806832433800477,2.6401495181670263,-103.060073449074,9.820189209939667,-7.29751492610329,-0.05024979486088946,0.018141878470282962,2.6386972930188657,-103.08809749222002,9.558747292599563,-7.205479521932105
0.8302454948425293,-0.058630145338557815,0.023308514598363177,2.655724129051195,-103.09678233154857,8.733871363347294,-6.751742161745913,-0.05521241371484986,0.021306940026422454,2.649775157054997,-103.08276078613231,9.148807858159998,-6.960208807596441,-0.054439970099723595,0.02072519653432307,2.6472107110350303,-103.09243991188428,9.14630932797342,-6.978610841839007
0.9421713352203369,-0.06420770459894565,0.02554139282968244,2.656688899686953,-99.41504143500758,9.1335122111558,-7.142359247632346,-0.06077180921991315,0.023923975782594375,2.6540480849910146,-100.8159855659415,9.139354628431477,-7.072783970604377,-0.05932383734933466,0.02313329468200277,2.651949805360992,-101.25374067344592,9.139910769564604,-7.060485044735678
1.0518152713775635,-0.05272372055574148,0.010435288060655258,2.669134440888232,-102.88289813179506,8.414733294749336,-6.4328206169398925,-0.05579781688098234,0.015587508306802621,2.6633719657018724,-102.09340778341323,8.691514015242618,-6.677264866485359,-0.0560237789525381,0.016784291371329012,2.660542123124612,-102.06831940262047,8.777322032156956,-6.746652830837785
1.1496646404266357,-0.053723471743924195,-0.001093654643911523,2.628710551249969,-103.97538200412743,7.771159767891177,-6.801187362491024,-0.054515801081882365,0.005277982631385775,2.6419500334724493,-103.25653181776569,8.1227038086891,-6.753853180987591,-0.0548736253482312,0.007845318363708732,2.6446263371872907,-103.02185070337396,8.274240900024079,-6.773920096664412
1.2647278308868408,-0.059932452807374775,0.010344150173662647,2.6343062209373658,-104.43986457697112,9.756079163428659,-6.998968165471503,-0.05786347595345745,0.008409046365214402,2.6372258975221357,-103.98787168295583,9.13218529430458,-6.905342572550548,-0.057403039077802975,0.009094734268685688,2.6394662790623284,-103.73085764017253,9.015160031726364,-6.886444131067957
1.3564066886901855,-0.055433572460552555,0.01977692147739905,2.605363101864625,-103.68282648381799,10.163303936958293,-6.786353802267495,-0.05636171300546014,0.015434779564408568,2.617533606829201,-103.79934338178367,9.76945166189823,-6.8318034682360675,-0.05641830576917775,0.014435827873042328,2.6224146904634766,-103.70684206199527,9.58923198434232,-6.836398966667726
1.4780097007751465,-0.05477584141569547,0.01932123204243592,2.613563652268568,-103.78885964414499,7.968925176137663,-7.075608226626439,-0.05538159046119279,0.01783673929149072,2.615080039976937,-103.79286407559383,8.656665096053803,-6.9824830955402675,-0.05559707359243665,0.016878529957739124,2.6179891713660224,-103.74785085307013,8.779078580240007,-6.956003596647086
1.5623996257781982,-0.04823799482981636,0.012645381820226327,2.640866661260521,-102.81105217362935,8.38848775479574,-6.909966804130288,-0.05096660555911692,0.014628303926498621,2.631017048385213,-103.1860709496206,8.490922384143737,-6.937665562710812,-0.05191753421112649,0.014761955888982698,2.6294279163132717,-103.27945151334973,8.583783167517868,-6.932985200388682
1.6806786060333252,-0.047330325987913646,0.014490924031826958,2.6538910648432545,-103.77232363186798,7.866373980536348,-6.566322658951719,-0.0487192611915164,0.01454339848222065,2.6451539680155074,-103.54839503324527,8.104930243094906,-6.708163026706611,-0.04962393009952007,0.014626439960404814,2.641659490578263,-103.52588757260885,8.225078574027105,-6.7496539296702025
1.7803516387939453,-0.06383937521382571,0.014741553221056646,2.6218606797360873,-103.0286249812255,7.687964747726021,-7.04099658610485,-0.05806400557107741,0.01466586484585312,2.630757924149076,-103.22715947476277,7.847231394820977,-6.913865479011324,-0.056731652656672876,0.01468399659073073,2.6317600851571754,-103.27725627691719,7.956521660876561,-6.895325257887528
1.8931396007537842,-0.06333949961973434,0.01852377553125052,2.6315083860936683,-104.67249031704031,6.510156827904588,-6.729491821410605,-0.061324440200595215,0.017050184774990106,2.631221735138097,-104.1204230602788,7.020873866973613,-6.799916291983951,-0.060035576138203595,0.016603886060990624,2.6316342356254214,-103.97487329697876,7.233339244390589,-6.812408539649066
1.9867768287658691,-0.06053756536864327,0.020141473025369543,2.655241743733316,-104.39942361245711,6.696699031098749,-7.174498628116666,-0.06083812480955708,0.018960705982747805,2.646066916860007,-104.29285488440499,6.820522800105515,-7.03142090729931,-0.060286570753423446,0.018372679543180125,2.6434379896793687,-104.18714845471794,6.965019137744669,-6.993453583882875
2.086660861968994,-0.05594660267554108,0.022898394106896435,2.648777780473737,-103.9700645487171,7.32745737804926,-7.033579805993096,-0.05781499787401273,0.02139433108056844,2.6477423227121575,-104.09335948570988,7.133825599347347,-7.032755180070332,-0.05811658671448228,0.020635536825038197,2.6461078850765527,-104.07860650171753,7.14623825789695,-7.013516694937984
2.2075610160827637,-0.05509155231722687,0.0259287288494011,2.6242726063254826,-103.89230282278604,8.196272213384201,-7.666478375530605,-0.056131815953409187,0.02419674302021872,2.6332372402788717,-103.96909963435832,7.790453718054355,-7.4244176543239675,-0.05660406951585459,0.02328213283721965,2.6351902457010175,-103.98545466225178,7.671255235640569,-7.339997535234289
2.3067784309387207,-0.05318413228714142,0.03187547597566973,2.6238866980711792,-102.38527413330304,8.223516593213258,-7.60219961456195,-0.05431004725957278,0.028942460977221373,2.6274582873812773,-102.99024164245733,8.058101294168303,-7.534292948337626,-0.054894100901498016,0.02757880440644468,2.629538471886098,-103.1853643977774,7.947385914426906,-7.471098574898122
2.418321132659912,-0.05305258607817004,0.03155649337119557,2.620895909100329,-102.41779430456202,8.271420267025732,-7.322834230352029,-0.05353289350993229,0.030558021844390697,2.6234025145566173,-102.63644973086863,8.189939669839408,-7.403604273405048,-0.053973343489833986,0.029567648888820113,2.6252171904932142,-102.8015793511697,8.109403090726314,-7.3969664026250825
2.5173776149749756,-0.04800121165366783,0.02608822015163818,2.6530227712710723,-103.90777331180759,8.025621090789464,-6.128732632357419,-0.050114126107809714,0.027795532475297795,2.641708839961648,-103.42217091458815,8.088385203003448,-6.615690267944256,-0.050987277571750894,0.027827934520229174,2.6391199808821435,-103.35467633148866,8.06751209075788,-6.762849517491247
2.613678455352783,-0.04638319328331944,0.009204926586254865,2.641734954832703,-104.27885118961746,9.69674280932119,-6.966828784987175,-0.047808282812532105,0.016305906164415334,2.6417249798395717,-103.95162844204785,9.082404869772237,-6.832705806236014,-0.04868523542753517,0.01851643055324199,2.640427467857423,-103.81676376055306,8.882127450039523,-6.864839151239213
2.7240850925445557,-0.05075052742117034,0.014490924031826984,2.6265880558513017,-103.55474254854651,11.143216354355921,-7.760424256946322,-0.04962668998388667,0.015184185517501931,2.6323698463296976,-103.70633947020866,10.356056411651064,-7.406067340765379,-0.04971788142435274,0.016503677292534474,2.6335077618543625,-103.68575315454979,10.01267190219773,-7.312631704092766
2.8300962448120117,-0.053815554090204165,0.01970856806215455,2.6331484961744565,-100.49666318165279,10.107143821379527,-7.5972550944874335,-0.052215550375845354,0.017980407708204037,2.6328510783990935,-101.72265043099651,10.202219970635475,-7.524227870798356,-0.05176671775727848,0.018106122677344526,2.6333281290144095,-102.0912081681013,10.059907861788613,-7.454943399290098
2.929821252822876,-0.05999822591186052,0.018341499757265244,2.6252373769612403,-100.27080995433019,8.373855702426418,-7.478586612699143,-0.05702550838051501,0.018203574867591204,2.6281455521303063,-100.82536367017386,9.072228709066444,-7.496020022003741,-0.05588247183456946,0.018223811217304885,2.629282752987825,-101.18100906121573,9.216881782107532,-7.466765005994617
3.040881872177124,-0.05987983432378624,0.027705917645757232,2.6255268081519683,-102.82784342324064,9.715570896866197,-7.861786918473822,-0.05878957882842725,0.024076345677249932,2.626527079343859,-102.06296421935264,9.469836047523422,-7.722076395981816,-0.05788115307917788,0.0229648644315311,2.6274047805698966,-102.00442624222819,9.466226339486884,-7.664275962234221
3.1368050575256348,-0.05442066665147266,0.03233116541063284,2.6248514687069373,-103.9745602471891,9.73290181298501,-7.696145495977671,-0.056089442609206064,0.029178104843483915,2.62549149501833,-103.24439553731486,9.632419631855193,-7.706050218420387,-0.056150909865325255,0.027648014921081942,2.6261281246384165,-102.98949324470864,9.599564076235936,-7.680210729105944
3.24906587600708,-0.047133006674456523,0.03182990703217341,2.637682918162519,-102.84191867014474,8.10310639360198,-6.882771943720474,-0.05055406078346991,0.030817008727535438,2.6330262088926712,-102.99565115371814,8.687252071169532,-7.197236262456464,-0.051641958269890875,0.029738960976627715,2.631905521400468,-102.9157059574267,8.85133523491896,-7.281491336413204
3.346193790435791,-0.051447722328718776,0.02531354811220089,2.6421208630870066,-102.98561886220145,8.8338615005583,-6.635545939994881,-0.05110637399287246,0.02741568301151227,2.6386470143006973,-102.98945085657577,8.77786168160302,-6.85009255202332,-0.05154484029930484,0.027526254544414302,2.637013192243737,-102.95066240981406,8.84259836773862,-6.9585186382040405
3.4627931118011475,-0.05605183964271815,0.022943963050392712,2.6353674686366997,-103.54968352576232,8.413437887383925,-6.853104823273405,-0.05416283985467221,0.024652008087369042,2.6366201436126895,-103.33569368774113,8.552635390466449,-6.851954238039205,-0.05379833997101152,0.025235108797403493,2.6361903304402183,-103.25017296778819,8.628018127561273,-6.905811730738723
3.5617353916168213,-0.051618732400381645,0.021052851895295776,2.635560422763852,-102.7186849793832,6.763229028395433,-6.684991140740003,-0.05259049497688867,0.02242760722984811,2.635965200109521,-102.95436133462125,7.44672143902126,-6.748765369041344,-0.05270853618569654,0.023143980346349662,2.6358753766020353,-102.9844289735857,7.69562357797836,-6.795401435739361
3.6617891788482666,-0.053355142358804286,0.023012316465637183,2.6245620375162098,-101.92186535944009,6.074371310409003,-7.258555469383378,-0.05306307304832114,0.02278897741110168,2.6289176580476132,-102.31624372871181,6.598562415073573,-7.063832978180937,-0.053031839272250414,0.02307814840599341,2.6302187070591225,-102.45314716651288,6.884997444193662,-7.026978452561366
3.764866590499878,-0.05255271048407864,0.026771754304082806,2.6345956521280938,-100.82951070342074,8.192791696183718,-7.362390390948121,-0.05274765163703374,0.025250468900571737,2.6324268513772706,-101.39739218688499,7.583850296659946,-7.24835160686429,-0.052792274878164513,0.024924951355038093,2.6324071795936077,-101.64132893496681,7.538894570188695,-7.194684421754747
3.88366961479187,-0.048816798149290574,0.03173876914518077,2.6485848263465854,-100.99918068842291,10.404334899810582,-7.1670818480049086,-0.050318250576812384,0.0292604589809544,2.6424130290976775,-101.15128394612441,9.327005646152795,-7.19812413363168,-0.0508045365137276,0.028331860250109458,2.640496002970097,-101.32025481169487,8.97161473499963,-7.180883134879828
3.9857242107391357,-0.05476268679479834,0.03720704236473816,2.659486734530651,-102.2198993442239,9.894138891807213,-8.000233480560151,-0.05306506322035873,0.03417171760656788,2.6529651593691588,-101.81172458305139,9.677513268117277,-7.693854972727458,-0.052783611654262985,0.03276945130742383,2.6499913687503738,-101.77007707795937,9.432876813403428,-7.590558307719991
4.089449882507324,-0.0499875594091361,0.03449569022670763,2.64617289975719,-101.91157163849863,8.914928746795184,-8.173291683168063,-0.051163061264515836,0.03437194369723862,2.648767312068549,-101.87343345699438,9.206210114645664,-7.9901631552341925,-0.05138558553169953,0.033632570767065724,2.648082134253782,-101.840824358229,9.173902780099333,-7.881924995444031
4.18695068359375,-0.04630426555793665,0.0299843648205728,2.6371040557810645,-101.69932964247154,9.408293258617437,-7.29811162997947,-0.0481601603734578,0.03166027082313809,2.6415590232633828,-101.76583138204825,9.331104366173669,-7.562451790660571,-0.04884492554481806,0.03180846779381928,2.6425930950174235,-101.77007700035028,9.291098019358405,-7.590018312711749
4.298643350601196,-0.04368649599940555,0.029688166687846778,2.6598726427849546,-99.85353766345523,10.231245101820985,-6.689935660814513,-0.045395283736033964,0.030441443438173826,2.6528774625847475,-100.58396886748484,9.887421935462047,-7.023207166683186,-0.046265710772111834,0.030748317240833,2.651232868901189,-100.81180733190274,9.76117156058967,-7.139976986763131
4.391325950622559,-0.04722508902073652,0.01813643951153186,2.6693273950153835,-99.53341980082571,9.355613660239143,-6.7789370221557235,-0.04652616559477432,0.022836532779808166,2.6630440799395196,-99.93469383744002,9.558746345875836,-6.872239914928368,-0.04674539989642415,0.024442378376182416,2.660280131958286,-100.17261356636422,9.558392610414412,-6.9594570044594235
4.502531051635742,-0.05966936038943199,0.009979598625692126,2.6231148815625724,-100.15131133047129,7.65352781309479,-6.34629151563594,-0.05464910669863346,0.014890510481445112,2.6383664781990293,-100.06857081069114,8.381256536620928,-6.547185927837049,-0.05320738014292811,0.017210988500937257,2.6416975067604294,-100.16196244841774,8.605960211754589,-6.652874260047682
4.598458290100098,-0.04771180999393071,0.00416955832991246,2.640480753006218,-102.04718683294436,8.941261378996007,-7.058302406365641,-0.0503616215450845,0.008264597660036605,2.6396731718914297,-101.29142276312874,8.72735856307326,-6.863073283777876,-0.050459595068429425,0.010690273415424844,2.6410891298833237,-101.10457464068105,8.773610795375301,-6.855588333206665
4.71422004699707,-0.051684505504867306,-0.0018455422116007028,2.6279387347413627,-106.02516038662026,9.338051223719091,-7.8889817788836325,-0.05117920879540236,0.0020161875883493003,2.632420890893839,-104.21703350827067,9.104787384032498,-7.49711960310049,-0.05107205028664835,0.0044223656019120984,2.634513932312343,-103.56486751365065,9.055831009547191,-7.372285056045143
4.804680824279785,-0.05353930705136423,-0.0017316198528598997,2.616940349493721,-106.71485649580501,10.055426683741409,-7.968094100075824,-0.05263782973437614,-0.00030008479360778484,2.622853390144316,-105.76077301244769,9.692314782293998,-7.788197850065629,-0.05230567866900629,0.0013453728745261412,2.6257271409030323,-105.13986200472783,9.555628846644307,-7.670189578060491
